"SampleNumber","DateReceived","BoxTempNoReceipt","Country","DurabilityDate","TempAtCollection","ConditionOfSample","ProductWeightInPounds","CostOfChicken","TypeOfChicken","PackagingAtmosphere","PackagingDetails","NeckSkinWeightInSample","Test","Result","Units","Species","MethodEvalPhase"
"PO1611954-02","2016-06-06","8","England","13.06.16","2.1","Satisfactory","1448","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611954-03","2016-06-06","8","England","12.06.16","2.1","Satisfactory","1410","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","6","CFU/ml Rinse","C. jejuni","2"
"PO1611954-03","2016-06-06","8","England","12.06.16","2.1","Satisfactory","1410","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611954-03","2016-06-06","8","England","12.06.16","2.1","Satisfactory","1410","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611954-04","2016-06-06","8","England","10.06.16","2.1","Satisfactory","1200","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","23","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611954-04","2016-06-06","8","England","10.06.16","2.1","Satisfactory","1200","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","70","CFU/g Back","Campylobacter spp.","2"
"PO1611954-04","2016-06-06","8","England","10.06.16","2.1","Satisfactory","1200","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","40","CFU/g Neck","C. jejuni","2"
"PO1611954-05","2016-06-06","8","England","12.06.16","1.3","Satisfactory","1954","5.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611954-05","2016-06-06","8","England","12.06.16","1.3","Satisfactory","1954","5.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611954-05","2016-06-06","8","England","12.06.16","1.3","Satisfactory","1954","5.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","11","CFU/ml Rinse","C. jejuni","2"
"PO1611954-06","2016-06-06","8","England","11.06.16","1.3","Satisfactory","1628","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","955","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611954-06","2016-06-06","8","England","11.06.16","1.3","Satisfactory","1628","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611954-06","2016-06-06","8","England","11.06.16","1.3","Satisfactory","1628","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","2037","CFU/g Neck","C. jejuni","2"
"PO1611954-07","2016-06-06","8","England","13.06.16","1.3","Satisfactory","1780","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","500","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611954-07","2016-06-06","8","England","13.06.16","1.3","Satisfactory","1780","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611954-07","2016-06-06","8","England","13.06.16","1.3","Satisfactory","1780","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","120","CFU/g Neck","C. jejuni","2"
"PO1611954-08","2016-06-06","8","England","09.06.16","2.1","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1611954-08","2016-06-06","8","England","09.06.16","2.1","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611954-08","2016-06-06","8","England","09.06.16","2.1","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611954-09","2016-06-06","8","England","11.06.16","2.1","Satisfactory","1678","4.2","Standard","Not Stated","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","35","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611954-09","2016-06-06","8","England","11.06.16","2.1","Satisfactory","1678","4.2","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","20","CFU/g Back","Campylobacter spp.","2"
"PO1611954-09","2016-06-06","8","England","11.06.16","2.1","Satisfactory","1678","4.2","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","2"
"PO1611954-10","2016-06-06","8","England","10.06.16","2.1","Satisfactory","1100","4","Standard","Not Stated","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","9","CFU/ml Rinse","C. jejuni","2"
"PO1611954-10","2016-06-06","8","England","10.06.16","2.1","Satisfactory","1100","4","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611954-10","2016-06-06","8","England","10.06.16","2.1","Satisfactory","1100","4","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1612544-01","2016-06-13","6.8","England","2016-06-16","1.6","Satisfactory","1800","6","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1612544-01","2016-06-13","6.8","England","2016-06-16","1.6","Satisfactory","1800","6","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1612544-01","2016-06-13","6.8","England","2016-06-16","1.6","Satisfactory","1800","6","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1612544-02","2016-06-13","6.8","England","17.06.16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","9909","CFU/ml Rinse","Campylobacter spp.","2"
"PO1612544-02","2016-06-13","6.8","England","17.06.16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","257","CFU/g Back","Campylobacter spp.","2"
"PO1612544-02","2016-06-13","6.8","England","17.06.16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","910","CFU/g Neck","C. jejuni","2"
"PO1612544-03","2016-06-13","6.8","England","15.06.16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","128","CFU/ml Rinse","Campylobacter spp.","2"
"PO1612544-03","2016-06-13","6.8","England","15.06.16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","83","CFU/g Back","Campylobacter spp.","2"
"PO1612544-03","2016-06-13","6.8","England","15.06.16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","50","CFU/g Neck","C. jejuni","2"
"PO1612544-04","2016-06-13","6.8","England","19.06.16","2.1","Satisfactory","1204","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1612544-04","2016-06-13","6.8","England","19.06.16","2.1","Satisfactory","1204","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1612544-04","2016-06-13","6.8","England","19.06.16","2.1","Satisfactory","1204","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1612544-05","2016-06-13","6.8","England","20.06.16","2.1","Satisfactory","1380","2.75","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","60","CFU/g Back","Campylobacter spp.","2"
"PO1612544-05","2016-06-13","6.8","England","20.06.16","2.1","Satisfactory","1380","2.75","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","100","CFU/g Neck","C. jejuni","2"
"PO1612544-05","2016-06-13","6.8","England","20.06.16","2.1","Satisfactory","1380","2.75","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","208","CFU/ml Rinse","Campylobacter spp.","2"
"PO1612544-06","2016-06-13","6.8","England","19.06.16","2","Satisfactory","1303","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1612544-06","2016-06-13","6.8","England","19.06.16","2","Satisfactory","1303","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1612544-06","2016-06-13","6.8","England","19.06.16","2","Satisfactory","1303","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1612544-07","2016-06-13","6.8","England","17.06.16","2.1","Satisfactory","1396","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1612544-07","2016-06-13","6.8","England","17.06.16","2.1","Satisfactory","1396","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1612544-07","2016-06-13","6.8","England","17.06.16","2.1","Satisfactory","1396","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1612544-08","2016-06-13","6.8","England","19.06.16","3.1","Satisfactory","1408","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1612544-08","2016-06-13","6.8","England","19.06.16","3.1","Satisfactory","1408","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1612544-08","2016-06-13","6.8","England","19.06.16","3.1","Satisfactory","1408","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1612544-09","2016-06-13","6.8","England","20.06.16","3.1","Satisfactory","2136","5.42","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","364","CFU/ml Rinse","Campylobacter spp.","2"
"PO1612544-09","2016-06-13","6.8","England","20.06.16","3.1","Satisfactory","2136","5.42","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","263","CFU/g Back","Campylobacter spp.","2"
"PO1612544-09","2016-06-13","6.8","England","20.06.16","3.1","Satisfactory","2136","5.42","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","320","CFU/g Neck","C. jejuni","2"
"PO1612544-10","2016-06-13","6.8","England","20.06.16","3.1","Satisfactory","1487","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","10","CFU/ml Rinse","C. jejuni","2"
"PO1612544-10","2016-06-13","6.8","England","20.06.16","3.1","Satisfactory","1487","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1612544-10","2016-06-13","6.8","England","20.06.16","3.1","Satisfactory","1487","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1613087-01","2016-06-20","4","England","2016-06-27","1.6","Not Entered","1638","2.79","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","60","CFU/g Neck","C. jejuni","2"
"PO1613087-01","2016-06-20","4","England","2016-06-27","1.6","Not Entered","1638","2.79","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","80","CFU/g Back","C. coli","2"
"PO1613087-01","2016-06-20","4","England","2016-06-27","1.6","Not Entered","1638","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","105","CFU/ml Rinse","C. jejuni","2"
"PO1613087-02","2016-06-20","4","England","2016-06-25","1.2","Not Entered","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","100","CFU/ml Rinse","C. jejuni","2"
"PO1613087-02","2016-06-20","4","England","2016-06-25","1.2","Not Entered","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","80","CFU/g Back","C. jejuni","2"
"PO1613087-02","2016-06-20","4","England","2016-06-25","1.2","Not Entered","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","290","CFU/g Neck","C. coli","2"
"PO1613087-03","2016-06-20","4","England","2016-06-25","1.2","Not Entered","1500","5","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","6","CFU/ml Rinse","C. jejuni","2"
"PO1613087-03","2016-06-20","4","England","2016-06-25","1.2","Not Entered","1500","5","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","C. jejuni","2"
"PO1613087-03","2016-06-20","4","England","2016-06-25","1.2","Not Entered","1500","5","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","2"
"PO1613087-04","2016-06-20","4","England","2016-06-23","1.2","Not Entered","1704","4.26","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","13","CFU/ml Rinse","C. jejuni","2"
"PO1613087-04","2016-06-20","4","England","2016-06-23","1.2","Not Entered","1704","4.26","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1613087-04","2016-06-20","4","England","2016-06-23","1.2","Not Entered","1704","4.26","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","40","CFU/g Neck","C. jejuni","2"
"PO1613087-05","2016-06-20","4","England","2016-06-23","1.2","Not Entered","1800","6","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1613087-05","2016-06-20","4","England","2016-06-23","1.2","Not Entered","1800","6","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","2"
"PO1613087-05","2016-06-20","4","England","2016-06-23","1.2","Not Entered","1800","6","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1613087-06","2016-06-20","4","England","2016-06-24","3","Not Entered","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","195","CFU/ml Rinse","Campylobacter spp.","2"
"PO1613087-06","2016-06-20","4","England","2016-06-24","3","Not Entered","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","20","CFU/g Back","Campylobacter spp.","2"
"PO1613087-06","2016-06-20","4","England","2016-06-24","3","Not Entered","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","130","CFU/g Neck","C. jejuni","2"
"PO1613087-07","2016-06-20","4","England","2016-06-25","3","Not Entered","1100","4","Standard","Not Stated","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","190","CFU/ml Rinse","Campylobacter spp.","2"
"PO1613087-07","2016-06-20","4","England","2016-06-25","3","Not Entered","1100","4","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","30","CFU/g Back","Campylobacter spp.","2"
"PO1613087-07","2016-06-20","4","England","2016-06-25","3","Not Entered","1100","4","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","100","CFU/g Neck","C. jejuni","2"
"PO1613087-08","2016-06-20","4","England","2016-06-25","3","Not Entered","1616","5.3","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","2400","CFU/ml Rinse","Campylobacter spp.","2"
"PO1613087-08","2016-06-20","4","England","2016-06-25","3","Not Entered","1616","5.3","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","100","CFU/g Back","Campylobacter spp.","2"
"PO1613087-08","2016-06-20","4","England","2016-06-25","3","Not Entered","1616","5.3","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","1450","CFU/g Neck","C. jejuni","2"
"PO1613087-09","2016-06-20","4","England","2016-06-23","1.2","Not Entered","2000","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","1109","CFU/ml Rinse","Campylobacter spp.","2"
"PO1613087-09","2016-06-20","4","England","2016-06-23","1.2","Not Entered","2000","4.29","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","1090","CFU/g Back","Campylobacter spp.","2"
"PO1613087-09","2016-06-20","4","England","2016-06-23","1.2","Not Entered","2000","4.29","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","780","CFU/g Neck","C. jejuni","2"
